gen,BASIS_RR,BASIS_D,REB_DUTY,feasible
0,3.37742,11.0004,151076,1
0,1.73763,18.9284,161316,1
0,3.81412,37.068,513203,1
0,4.51481,13.4776,223820,1
0,2.39865,11.1919,122969,1
1,2.39865,11.0045,121198,1
1,3.37742,10.2814,142325,1
1,1.72457,13.352,118376,1
1,4.52778,19.054,309993,1
2,1.72457,10.9984,100539,1
2,2.28298,12.2366,128911,1
2,2.46598,10.9447,122680,1
2,3.37742,10.2814,142325,1
